,Replication_ID,Ratio,Best_K,MAE,RMSE,R2
396,132,0.65,10,33880.92653272949,67801.74163780986,0.8045159570679089
397,132,0.7,9,33604.76708953524,67961.48249971657,0.803593751416541
398,132,0.75,7,33709.40862017578,67993.58362287698,0.8034081654060103
399,133,0.65,5,32976.337251005156,64519.04339794113,0.8250391440698628
400,133,0.7,5,32765.61900999738,64452.86537866765,0.8253978792322376
401,133,0.75,6,33215.30831605431,64581.301846456714,0.8247013198730337
402,134,0.65,8,32586.720203227953,62713.6909059653,0.8343361275317329
403,134,0.7,5,32442.50797014538,62586.36928738467,0.8350081077944294
404,134,0.75,7,32414.449844010156,63126.74275906927,0.8321467136478199
405,135,0.65,8,32808.10099338171,63913.681997116975,0.8323518963023153
406,135,0.7,7,32383.691665041373,63617.40176568972,0.8339026031189102
407,135,0.75,5,32070.618847092774,62884.79747098897,0.8377060600816738
408,136,0.65,5,33670.33819924305,64007.281696561986,0.8269891767878705
409,136,0.7,4,33510.2496402577,65797.8085827867,0.8171742497507902
410,136,0.75,6,33842.02012689877,66101.35449350842,0.815483493772712
411,137,0.65,8,34584.751722459514,68218.0285345261,0.8096148580979591
412,137,0.7,7,34477.144423065125,68885.25611351071,0.8058724032290301
413,137,0.75,6,34500.881053233374,69006.05516936327,0.8051909513949254
414,138,0.65,9,33573.929411380355,65098.37144868349,0.8233032687473847
415,138,0.7,6,33346.023554407744,65042.860718340606,0.8236044861941411
416,138,0.75,5,33350.31499026594,64818.03923826119,0.8248218054118726
417,139,0.65,5,32030.507353447505,55663.14330451944,0.851049949882112
418,139,0.7,7,32112.816748270063,55550.09521264178,0.8516543505323024
419,139,0.75,6,32368.450258071585,56615.6689499238,0.8459085700925998
420,140,0.65,6,32538.167998716515,58112.83085774934,0.847530096309045
421,140,0.7,6,32372.6524930332,57418.39436592983,0.8511522925532667
422,140,0.75,6,32608.82227762091,57962.517502329705,0.848317826748333
423,141,0.65,8,35039.486985261334,70085.13074972184,0.8089551885339852
424,141,0.7,8,34800.163035701036,70191.60235944117,0.8083742864497221
425,141,0.75,8,34767.61260066395,69813.9978220621,0.8104304898993959
426,142,0.65,6,34773.793653997294,67879.08949957599,0.8296778397745981
427,142,0.7,5,34147.42674804356,67428.94175742943,0.8319293700515579
428,142,0.75,5,34172.942849796236,68819.92214700446,0.8249236458356788
429,143,0.65,7,33527.90837813941,60138.6692493576,0.8262469124562568
430,143,0.7,6,33377.71886780905,60502.90839492813,0.8241358137992429
431,143,0.75,6,33392.75991839327,60996.60797549956,0.8212540245919353
432,144,0.65,6,35295.86046573661,70452.169655675,0.8069651847750946
433,144,0.7,6,35118.71230192372,70258.2144014165,0.8080265738115218
434,144,0.75,6,35233.43735769631,70266.87358663943,0.8079792502093194
435,145,0.65,8,32692.188728022393,57468.88205410254,0.8493203965259132
436,145,0.7,6,32137.87988771083,56652.76140778362,0.8535696374262814
437,145,0.75,6,31907.538789416678,56290.00152846815,0.8554388841470025
438,146,0.65,5,34712.338497731515,74379.45836435628,0.80162468470906
439,146,0.7,5,34589.27814325809,75300.84884603425,0.796679414863893
440,146,0.75,5,34677.9928798114,75757.1885880054,0.7942076125323567
441,147,0.65,7,32586.61189324753,59385.16938832595,0.8473783844605346
442,147,0.7,4,32465.38608537756,59899.537061522344,0.8447230545977592
443,147,0.75,5,32500.256086568632,60464.59253900951,0.8417796618461655
444,148,0.65,6,33265.44425506187,60338.2272654436,0.843141498187385
445,148,0.7,6,33004.14697450749,59717.695843347756,0.8463512417685397
446,148,0.75,6,33074.09099647586,60146.244988150946,0.8441380851200827
447,149,0.65,6,34359.311075996986,70405.04613516586,0.8062563866596142
448,149,0.7,7,34071.175355865984,69782.22697390134,0.8096690258484103
449,149,0.75,5,34213.04541593302,69845.15965704003,0.8093255733514434
450,150,0.65,10,33424.542062510416,62605.54608065392,0.816486589973586
451,150,0.7,10,33418.677525834166,63009.41929371903,0.8141112344433312
452,150,0.75,6,33142.06956087336,62133.138790078956,0.8192456423279539
453,151,0.65,7,35800.453830487844,72461.26893368497,0.7810835611102974
454,151,0.7,4,35250.1204111174,70803.94197148136,0.7909831108914975
455,151,0.75,5,35142.34602023328,71484.8180825731,0.786943819383498
456,152,0.65,8,34613.46277922191,68552.32041092549,0.8100495297792331
457,152,0.7,7,34429.260252702625,68534.7553946999,0.8101468585238032
